,_id,Date,CA,CAQF,CAName,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
361392,361393,20210518,S12000005,,Clackmannanshire,Female,,60 - 64,,1759.0,,Dose 2,,25,,1.42126208072769,,604,,34.337691870380894,
361393,361394,20210518,S12000005,,Clackmannanshire,Female,,65 - 69,,1617.0,,Dose 2,,2,,0.123685837971552,,1498,,92.64069264069259,
361394,361395,20210518,S12000005,,Clackmannanshire,Female,,70 - 74,,1552.0,,Dose 2,,1,,0.0644329896907216,,1542,,99.3556701030928,
361395,361396,20210518,S12000005,,Clackmannanshire,Female,,75 - 79,,1094.0,,Dose 2,,3,,0.274223034734918,,1085,,99.1773308957953,
361396,361397,20210518,S12000005,,Clackmannanshire,Female,,80 years and over,,1379.0,,Dose 2,,0,,0.0,,1361,,98.6947063089195,
361397,361398,20210518,S12000005,,Clackmannanshire,Male,,18 - 29,,3564.0,,Dose 2,,7,,0.196408529741863,,143,,4.01234567901235,
361398,361399,20210518,S12000005,,Clackmannanshire,Male,,18 years and over,,20160.0,,Dose 2,,122,,0.60515873015873,,6555,,32.514880952381,
361399,361400,20210518,S12000005,,Clackmannanshire,Male,,30 - 39,,2882.0,,Dose 2,,14,,0.485773768216516,,230,,7.980569049271341,
361400,361401,20210518,S12000005,,Clackmannanshire,Male,,40 - 49,,3257.0,,Dose 2,,16,,0.4912496162112371,,353,,10.8381946576604,
361401,361402,20210518,S12000005,,Clackmannanshire,Male,,50 - 54,,2043.0,,Dose 2,,22,,1.0768477728830201,,335,,16.3974547234459,
361402,361403,20210518,S12000005,,Clackmannanshire,Male,,55 - 59,,1960.0,,Dose 2,,26,,1.3265306122448999,,420,,21.4285714285714,
361403,361404,20210518,S12000005,,Clackmannanshire,Male,,60 - 64,,1635.0,,Dose 2,,34,,2.07951070336391,,478,,29.2354740061162,
361404,361405,20210518,S12000005,,Clackmannanshire,Male,,65 - 69,,1539.0,,Dose 2,,2,,0.129954515919428,,1387,,90.1234567901235,
361405,361406,20210518,S12000005,,Clackmannanshire,Male,,70 - 74,,1430.0,,Dose 2,,0,,0.0,,1390,,97.2027972027972,
361406,361407,20210518,S12000005,,Clackmannanshire,Male,,75 - 79,,880.0,,Dose 2,,1,,0.11363636363636401,,906,,102.954545454545,
361407,361408,20210518,S12000005,,Clackmannanshire,Male,,80 years and over,,970.0,,Dose 2,,0,,0.0,,913,,94.1237113402062,
361408,361409,20210518,S12000005,,Clackmannanshire,Total,d,18 - 29,,6949.0,,Dose 2,,28,,0.402935674197726,,634,,9.123614908619949,
361409,361410,20210518,S12000005,,Clackmannanshire,Total,d,18 years and over,,41513.0,,Dose 2,,282,,0.679305277864765,,16033,,38.6216365957652,
361410,361411,20210518,S12000005,,Clackmannanshire,Total,d,30 - 39,,5832.0,,Dose 2,,39,,0.668724279835391,,857,,14.694787379972599,
361411,361412,20210518,S12000005,,Clackmannanshire,Total,d,40 - 49,,6705.0,,Dose 2,,48,,0.715883668903803,,1220,,18.1953765846383,
361412,361413,20210518,S12000005,,Clackmannanshire,Total,d,50 - 54,,4176.0,,Dose 2,,44,,1.0536398467433001,,1013,,24.257662835249,
361413,361414,20210518,S12000005,,Clackmannanshire,Total,d,50 years and over,,22027.0,,Dose 2,,167,,0.758160439460662,,13322,,60.4803196077541,
361414,361415,20210518,S12000005,,Clackmannanshire,Total,d,55 - 59,,3996.0,,Dose 2,,55,,1.37637637637638,,1145,,28.6536536536537,
361415,361416,20210518,S12000005,,Clackmannanshire,Total,d,60 - 64,,3394.0,,Dose 2,,59,,1.73836181496759,,1082,,31.879787860931,
361416,361417,20210518,S12000005,,Clackmannanshire,Total,d,65 - 69,,3156.0,,Dose 2,,4,,0.12674271229404302,,2885,,91.4131812420786,
361417,361418,20210518,S12000005,,Clackmannanshire,Total,d,70 - 74,,2982.0,,Dose 2,,1,,0.0335345405767941,,2932,,98.32327297116029,
361418,361419,20210518,S12000005,,Clackmannanshire,Total,d,75 - 79,,1974.0,,Dose 2,,4,,0.20263424518743697,,1991,,100.861195542047,
361419,361420,20210518,S12000005,,Clackmannanshire,Total,d,80 years and over,,2349.0,,Dose 2,,0,,0.0,,2274,,96.80715197956579,
361420,361421,20210518,S12000006,,Dumfries and Galloway,Female,,18 - 29,,8566.0,,Dose 1,,2,,0.0233481204763017,,2726,,31.8234882091992,
361421,361422,20210518,S12000006,,Dumfries and Galloway,Female,,18 years and over,,63598.0,,Dose 1,,288,,0.45284442907009703,,49774,,78.2634674046354,
361422,361423,20210518,S12000006,,Dumfries and Galloway,Female,,30 - 39,,7733.0,,Dose 1,,28,,0.36208457261088794,,3537,,45.7390404758826,
361423,361424,20210518,S12000006,,Dumfries and Galloway,Female,,40 - 49,,8623.0,,Dose 1,,255,,2.95720746839847,,5588,,64.8034326800418,
361424,361425,20210518,S12000006,,Dumfries and Galloway,Female,,50 - 54,,6112.0,,Dose 1,,1,,0.0163612565445026,,5439,,88.9888743455497,
361425,361426,20210518,S12000006,,Dumfries and Galloway,Female,,55 - 59,,6334.0,,Dose 1,,1,,0.0157878118092832,,6160,,97.25292074518471,
361426,361427,20210518,S12000006,,Dumfries and Galloway,Female,,60 - 64,,5776.0,,Dose 1,,0,,0.0,,5746,,99.48060941828258,
361427,361428,20210518,S12000006,,Dumfries and Galloway,Female,,65 - 69,,5440.0,,Dose 1,,0,,0.0,,5286,,97.1691176470588,
361428,361429,20210518,S12000006,,Dumfries and Galloway,Female,,70 - 74,,5238.0,,Dose 1,,1,,0.0190912562046583,,5384,,102.78732340588002,
361429,361430,20210518,S12000006,,Dumfries and Galloway,Female,,75 - 79,,4066.0,,Dose 1,,0,,0.0,,4137,,101.746187899656,
361430,361431,20210518,S12000006,,Dumfries and Galloway,Female,,80 years and over,,5710.0,,Dose 1,,0,,0.0,,5771,,101.068301225919,
361431,361432,20210518,S12000006,,Dumfries and Galloway,Male,,18 - 29,,9114.0,,Dose 1,,0,,0.0,,1415,,15.525565064735598,
361432,361433,20210518,S12000006,,Dumfries and Galloway,Male,,18 years and over,,59094.0,,Dose 1,,366,,0.61935221849934,,41876,,70.8633702237114,
361433,361434,20210518,S12000006,,Dumfries and Galloway,Male,,30 - 39,,7160.0,,Dose 1,,25,,0.349162011173184,,1860,,25.9776536312849,
361434,361435,20210518,S12000006,,Dumfries and Galloway,Male,,40 - 49,,7817.0,,Dose 1,,336,,4.2983241652808,,4125,,52.7696047076884,
361435,361436,20210518,S12000006,,Dumfries and Galloway,Male,,50 - 54,,5547.0,,Dose 1,,3,,0.0540832882639265,,5016,,90.42725797728501,
361436,361437,20210518,S12000006,,Dumfries and Galloway,Male,,55 - 59,,5918.0,,Dose 1,,2,,0.0337952010814464,,5813,,98.225751943224,
361437,361438,20210518,S12000006,,Dumfries and Galloway,Male,,60 - 64,,5422.0,,Dose 1,,0,,0.0,,5520,,101.807451125046,
361438,361439,20210518,S12000006,,Dumfries and Galloway,Male,,65 - 69,,5312.0,,Dose 1,,0,,0.0,,5112,,96.23493975903611,
361439,361440,20210518,S12000006,,Dumfries and Galloway,Male,,70 - 74,,5053.0,,Dose 1,,0,,0.0,,5151,,101.939441915694,
361440,361441,20210518,S12000006,,Dumfries and Galloway,Male,,75 - 79,,3559.0,,Dose 1,,0,,0.0,,3626,,101.882551278449,
361441,361442,20210518,S12000006,,Dumfries and Galloway,Male,,80 years and over,,4192.0,,Dose 1,,0,,0.0,,4238,,101.097328244275,
361442,361443,20210518,S12000006,,Dumfries and Galloway,Total,d,18 - 29,,17680.0,,Dose 1,,2,,0.0113122171945701,,4141,,23.421945701357497,
361443,361444,20210518,S12000006,,Dumfries and Galloway,Total,d,18 years and over,,122692.0,,Dose 1,,654,,0.533042089133766,,91650,,74.69924689466309,
361444,361445,20210518,S12000006,,Dumfries and Galloway,Total,d,30 - 39,,14893.0,,Dose 1,,53,,0.355871886120996,,5397,,36.23850130934,
361445,361446,20210518,S12000006,,Dumfries and Galloway,Total,d,40 - 49,,16440.0,,Dose 1,,591,,3.59489051094891,,9713,,59.0815085158151,
361446,361447,20210518,S12000006,,Dumfries and Galloway,Total,d,50 - 54,,11659.0,,Dose 1,,4,,0.034308259713526,,10455,,89.67321382622869,
361447,361448,20210518,S12000006,,Dumfries and Galloway,Total,d,50 years and over,,73679.0,,Dose 1,,8,,0.010857910666540002,,72399,,98.2627342933536,
361448,361449,20210518,S12000006,,Dumfries and Galloway,Total,d,55 - 59,,12252.0,,Dose 1,,3,,0.0244857982370225,,11973,,97.7228207639569,
361449,361450,20210518,S12000006,,Dumfries and Galloway,Total,d,60 - 64,,11198.0,,Dose 1,,0,,0.0,,11266,,100.607251294874,
361450,361451,20210518,S12000006,,Dumfries and Galloway,Total,d,65 - 69,,10752.0,,Dose 1,,0,,0.0,,10398,,96.7075892857143,
361451,361452,20210518,S12000006,,Dumfries and Galloway,Total,d,70 - 74,,10291.0,,Dose 1,,1,,0.00971722864639005,,10535,,102.37100378971901,
361452,361453,20210518,S12000006,,Dumfries and Galloway,Total,d,75 - 79,,7625.0,,Dose 1,,0,,0.0,,7763,,101.809836065574,
361453,361454,20210518,S12000006,,Dumfries and Galloway,Total,d,80 years and over,,9902.0,,Dose 1,,0,,0.0,,10009,,101.080589779842,
361454,361455,20210518,S12000006,,Dumfries and Galloway,Female,,18 - 29,,8566.0,,Dose 2,,10,,0.11674060238150802,,1968,,22.974550548680803,
361455,361456,20210518,S12000006,,Dumfries and Galloway,Female,,18 years and over,,63598.0,,Dose 2,,324,,0.509449982703859,,38325,,60.261328972609206,
361456,361457,20210518,S12000006,,Dumfries and Galloway,Female,,30 - 39,,7733.0,,Dose 2,,17,,0.21983706194232502,,2398,,31.0099573257468,
361457,361458,20210518,S12000006,,Dumfries and Galloway,Female,,40 - 49,,8623.0,,Dose 2,,29,,0.33630986895512,,2983,,34.5935289342456,
361458,361459,20210518,S12000006,,Dumfries and Galloway,Female,,50 - 54,,6112.0,,Dose 2,,179,,2.92866492146597,,2840,,46.4659685863874,
361459,361460,20210518,S12000006,,Dumfries and Galloway,Female,,55 - 59,,6334.0,,Dose 2,,79,,1.2472371329333798,,3591,,56.6940322071361,
361460,361461,20210518,S12000006,,Dumfries and Galloway,Female,,60 - 64,,5776.0,,Dose 2,,5,,0.0865650969529086,,4647,,80.4536011080332,
361461,361462,20210518,S12000006,,Dumfries and Galloway,Female,,65 - 69,,5440.0,,Dose 2,,3,,0.0551470588235294,,5106,,93.8602941176471,
361462,361463,20210518,S12000006,,Dumfries and Galloway,Female,,70 - 74,,5238.0,,Dose 2,,1,,0.0190912562046583,,5240,,100.038182512409,
361463,361464,20210518,S12000006,,Dumfries and Galloway,Female,,75 - 79,,4066.0,,Dose 2,,1,,0.0245941957697983,,4034,,99.2129857353665,
361464,361465,20210518,S12000006,,Dumfries and Galloway,Female,,80 years and over,,5710.0,,Dose 2,,0,,0.0,,5518,,96.6374781085814,
361465,361466,20210518,S12000006,,Dumfries and Galloway,Male,,18 - 29,,9114.0,,Dose 2,,13,,0.142637700241387,,846,,9.282422646477949,
361466,361467,20210518,S12000006,,Dumfries and Galloway,Male,,18 years and over,,59094.0,,Dose 2,,415,,0.7022709581344978,,29922,,50.63458219108539,
361467,361468,20210518,S12000006,,Dumfries and Galloway,Male,,30 - 39,,7160.0,,Dose 2,,11,,0.15363128491620098,,975,,13.6173184357542,
361468,361469,20210518,S12000006,,Dumfries and Galloway,Male,,40 - 49,,7817.0,,Dose 2,,19,,0.24305999744147402,,1485,,18.9970576947678,
361469,361470,20210518,S12000006,,Dumfries and Galloway,Male,,50 - 54,,5547.0,,Dose 2,,260,,4.68721831620696,,1937,,34.919776455741804,
361470,361471,20210518,S12000006,,Dumfries and Galloway,Male,,55 - 59,,5918.0,,Dose 2,,98,,1.65596485299088,,2914,,49.2396079756675,
361471,361472,20210518,S12000006,,Dumfries and Galloway,Male,,60 - 64,,5422.0,,Dose 2,,11,,0.20287716709701198,,4243,,78.25525636296571,
361472,361473,20210518,S12000006,,Dumfries and Galloway,Male,,65 - 69,,5312.0,,Dose 2,,3,,0.0564759036144578,,4937,,92.9405120481928,
361473,361474,20210518,S12000006,,Dumfries and Galloway,Male,,70 - 74,,5053.0,,Dose 2,,0,,0.0,,5003,,99.0104888185236,
361474,361475,20210518,S12000006,,Dumfries and Galloway,Male,,75 - 79,,3559.0,,Dose 2,,0,,0.0,,3532,,99.24135993256529,
361475,361476,20210518,S12000006,,Dumfries and Galloway,Male,,80 years and over,,4192.0,,Dose 2,,0,,0.0,,4050,,96.6125954198473,
361476,361477,20210518,S12000006,,Dumfries and Galloway,Total,d,18 - 29,,17680.0,,Dose 2,,23,,0.130090497737557,,2814,,15.916289592760197,
361477,361478,20210518,S12000006,,Dumfries and Galloway,Total,d,18 years and over,,122692.0,,Dose 2,,739,,0.6023212597398361,,68247,,55.62465360414699,
361478,361479,20210518,S12000006,,Dumfries and Galloway,Total,d,30 - 39,,14893.0,,Dose 2,,28,,0.18800778889411102,,3373,,22.6482239978513,
361479,361480,20210518,S12000006,,Dumfries and Galloway,Total,d,40 - 49,,16440.0,,Dose 2,,48,,0.291970802919708,,4468,,27.1776155717762,
361480,361481,20210518,S12000006,,Dumfries and Galloway,Total,d,50 - 54,,11659.0,,Dose 2,,439,,3.7653315035594797,,4777,,40.9726391628785,
361481,361482,20210518,S12000006,,Dumfries and Galloway,Total,d,50 years and over,,73679.0,,Dose 2,,640,,0.8686328533231992,,57592,,78.1660988884214,
361482,361483,20210518,S12000006,,Dumfries and Galloway,Total,d,55 - 59,,12252.0,,Dose 2,,177,,1.4446620959843302,,6505,,53.09337251061051,
361483,361484,20210518,S12000006,,Dumfries and Galloway,Total,d,60 - 64,,11198.0,,Dose 2,,16,,0.14288265761743202,,8890,,79.3891766386855,
361484,361485,20210518,S12000006,,Dumfries and Galloway,Total,d,65 - 69,,10752.0,,Dose 2,,6,,0.0558035714285714,,10043,,93.4058779761905,
361485,361486,20210518,S12000006,,Dumfries and Galloway,Total,d,70 - 74,,10291.0,,Dose 2,,1,,0.00971722864639005,,10243,,99.5335730249733,
361486,361487,20210518,S12000006,,Dumfries and Galloway,Total,d,75 - 79,,7625.0,,Dose 2,,1,,0.0131147540983607,,7566,,99.2262295081967,
361487,361488,20210518,S12000006,,Dumfries and Galloway,Total,d,80 years and over,,9902.0,,Dose 2,,0,,0.0,,9568,,96.6269440517067,
361488,361489,20210518,S12000008,,East Ayrshire,Female,,18 - 29,,8174.0,,Dose 1,,1,,0.0122339124051872,,2705,,33.0927330560313,
361489,361490,20210518,S12000008,,East Ayrshire,Female,,18 years and over,,51290.0,,Dose 1,,9,,0.0175472801715734,,38071,,74.22694482355242,
361490,361491,20210518,S12000008,,East Ayrshire,Female,,30 - 39,,7539.0,,Dose 1,,2,,0.0265287173365168,,3445,,45.6957156121502,
361491,361492,20210518,S12000008,,East Ayrshire,Female,,40 - 49,,7941.0,,Dose 1,,4,,0.050371489736809,,4786,,60.269487470091896,
361492,361493,20210518,S12000008,,East Ayrshire,Female,,50 - 54,,5153.0,,Dose 1,,0,,0.0,,4651,,90.2581020764603,
361493,361494,20210518,S12000008,,East Ayrshire,Female,,55 - 59,,4784.0,,Dose 1,,1,,0.0209030100334448,,4722,,98.7040133779264,
361494,361495,20210518,S12000008,,East Ayrshire,Female,,60 - 64,,4184.0,,Dose 1,,1,,0.0239005736137667,,4299,,102.748565965583,
361495,361496,20210518,S12000008,,East Ayrshire,Female,,65 - 69,,3748.0,,Dose 1,,0,,0.0,,3687,,98.3724653148346,
361496,361497,20210518,S12000008,,East Ayrshire,Female,,70 - 74,,3630.0,,Dose 1,,0,,0.0,,3647,,100.46831955922899,
361497,361498,20210518,S12000008,,East Ayrshire,Female,,75 - 79,,2567.0,,Dose 1,,0,,0.0,,2598,,101.20763537203001,
361498,361499,20210518,S12000008,,East Ayrshire,Female,,80 years and over,,3570.0,,Dose 1,,0,,0.0,,3531,,98.9075630252101,
361499,361500,20210518,S12000008,,East Ayrshire,Male,,18 - 29,,8369.0,,Dose 1,,0,,0.0,,1473,,17.6006691360975,
361500,361501,20210518,S12000008,,East Ayrshire,Male,,18 years and over,,47161.0,,Dose 1,,9,,0.0190835648099065,,30955,,65.6368609656284,
361501,361502,20210518,S12000008,,East Ayrshire,Male,,30 - 39,,7007.0,,Dose 1,,0,,0.0,,1826,,26.0596546310832,
361502,361503,20210518,S12000008,,East Ayrshire,Male,,40 - 49,,7296.0,,Dose 1,,7,,0.0959429824561403,,3357,,46.011513157894704,
361503,361504,20210518,S12000008,,East Ayrshire,Male,,50 - 54,,4614.0,,Dose 1,,0,,0.0,,4268,,92.5010836584309,
361504,361505,20210518,S12000008,,East Ayrshire,Male,,55 - 59,,4417.0,,Dose 1,,0,,0.0,,4434,,100.38487661308599,
361505,361506,20210518,S12000008,,East Ayrshire,Male,,60 - 64,,4021.0,,Dose 1,,1,,0.024869435463815003,,4076,,101.36781895051,
361506,361507,20210518,S12000008,,East Ayrshire,Male,,65 - 69,,3610.0,,Dose 1,,1,,0.0277008310249308,,3507,,97.14681440443209,
361507,361508,20210518,S12000008,,East Ayrshire,Male,,70 - 74,,3275.0,,Dose 1,,0,,0.0,,3401,,103.847328244275,
361508,361509,20210518,S12000008,,East Ayrshire,Male,,75 - 79,,2122.0,,Dose 1,,0,,0.0,,2172,,102.356267672008,
361509,361510,20210518,S12000008,,East Ayrshire,Male,,80 years and over,,2430.0,,Dose 1,,0,,0.0,,2441,,100.45267489711901,
361510,361511,20210518,S12000008,,East Ayrshire,Total,d,18 - 29,,16543.0,,Dose 1,,1,,0.006044852807834129,,4178,,25.255395031131002,
361511,361512,20210518,S12000008,,East Ayrshire,Total,d,18 years and over,,98451.0,,Dose 1,,18,,0.0182832068744858,,69026,,70.112035428792,
361512,361513,20210518,S12000008,,East Ayrshire,Total,d,30 - 39,,14546.0,,Dose 1,,2,,0.0137494843943352,,5271,,36.2367661212705,
361513,361514,20210518,S12000008,,East Ayrshire,Total,d,40 - 49,,15237.0,,Dose 1,,11,,0.0721926888495111,,8143,,53.442278663779,
361514,361515,20210518,S12000008,,East Ayrshire,Total,d,50 - 54,,9767.0,,Dose 1,,0,,0.0,,8919,,91.3177024674926,
361515,361516,20210518,S12000008,,East Ayrshire,Total,d,50 years and over,,52125.0,,Dose 1,,4,,0.00767386091127098,,51434,,98.67434052757791,
361516,361517,20210518,S12000008,,East Ayrshire,Total,d,55 - 59,,9201.0,,Dose 1,,1,,0.0108683838713183,,9156,,99.5109227257907,
361517,361518,20210518,S12000008,,East Ayrshire,Total,d,60 - 64,,8205.0,,Dose 1,,2,,0.024375380865326004,,8375,,102.071907373553,
361518,361519,20210518,S12000008,,East Ayrshire,Total,d,65 - 69,,7358.0,,Dose 1,,1,,0.0135906496330525,,7194,,97.7711334601794,
361519,361520,20210518,S12000008,,East Ayrshire,Total,d,70 - 74,,6905.0,,Dose 1,,0,,0.0,,7048,,102.07096307023899,
361520,361521,20210518,S12000008,,East Ayrshire,Total,d,75 - 79,,4689.0,,Dose 1,,0,,0.0,,4770,,101.72744721689101,
361521,361522,20210518,S12000008,,East Ayrshire,Total,d,80 years and over,,6000.0,,Dose 1,,0,,0.0,,5972,,99.5333333333333,
361522,361523,20210518,S12000008,,East Ayrshire,Female,,18 - 29,,8174.0,,Dose 2,,36,,0.440420846586738,,1660,,20.3082945926107,
361523,361524,20210518,S12000008,,East Ayrshire,Female,,18 years and over,,51290.0,,Dose 2,,461,,0.8988106843439271,,26441,,51.5519594462858,
361524,361525,20210518,S12000008,,East Ayrshire,Female,,30 - 39,,7539.0,,Dose 2,,67,,0.888712030773312,,2265,,30.043772383605297,
361525,361526,20210518,S12000008,,East Ayrshire,Female,,40 - 49,,7941.0,,Dose 2,,75,,0.944465432565168,,2819,,35.4993073920161,
361526,361527,20210518,S12000008,,East Ayrshire,Female,,50 - 54,,5153.0,,Dose 2,,81,,1.5718998641567998,,2155,,41.820298855035894,
361527,361528,20210518,S12000008,,East Ayrshire,Female,,55 - 59,,4784.0,,Dose 2,,65,,1.3586956521739098,,2371,,49.5610367892977,
361528,361529,20210518,S12000008,,East Ayrshire,Female,,60 - 64,,4184.0,,Dose 2,,121,,2.89196940726577,,2221,,53.0831739961759,
361529,361530,20210518,S12000008,,East Ayrshire,Female,,65 - 69,,3748.0,,Dose 2,,8,,0.21344717182497305,,3564,,95.09071504802559,
361530,361531,20210518,S12000008,,East Ayrshire,Female,,70 - 74,,3630.0,,Dose 2,,5,,0.137741046831956,,3500,,96.4187327823691,
361531,361532,20210518,S12000008,,East Ayrshire,Female,,75 - 79,,2567.0,,Dose 2,,1,,0.0389559797428905,,2495,,97.1951694585119,
361532,361533,20210518,S12000008,,East Ayrshire,Female,,80 years and over,,3570.0,,Dose 2,,2,,0.0560224089635854,,3391,,94.9859943977591,
361533,361534,20210518,S12000008,,East Ayrshire,Male,,18 - 29,,8369.0,,Dose 2,,27,,0.322619189867368,,651,,7.77870713346875,
361534,361535,20210518,S12000008,,East Ayrshire,Male,,18 years and over,,47161.0,,Dose 2,,479,,1.01566972710502,,18444,,39.108585483768394,
361535,361536,20210518,S12000008,,East Ayrshire,Male,,30 - 39,,7007.0,,Dose 2,,46,,0.6564863707720849,,841,,12.0022834308549,
361536,361537,20210518,S12000008,,East Ayrshire,Male,,40 - 49,,7296.0,,Dose 2,,70,,0.959429824561404,,1307,,17.9139254385965,
361537,361538,20210518,S12000008,,East Ayrshire,Male,,50 - 54,,4614.0,,Dose 2,,86,,1.8638925010836598,,1194,,25.8777633289987,
361538,361539,20210518,S12000008,,East Ayrshire,Male,,55 - 59,,4417.0,,Dose 2,,106,,2.39981888159384,,1503,,34.0276205569391,
361539,361540,20210518,S12000008,,East Ayrshire,Male,,60 - 64,,4021.0,,Dose 2,,117,,2.9097239492663505,,1803,,44.8395921412584,
361540,361541,20210518,S12000008,,East Ayrshire,Male,,65 - 69,,3610.0,,Dose 2,,16,,0.443213296398892,,3398,,94.1274238227147,
361541,361542,20210518,S12000008,,East Ayrshire,Male,,70 - 74,,3275.0,,Dose 2,,6,,0.18320610687022898,,3309,,101.03816793893101,
361542,361543,20210518,S12000008,,East Ayrshire,Male,,75 - 79,,2122.0,,Dose 2,,5,,0.23562676720075398,,2095,,98.7276154571159,
361543,361544,20210518,S12000008,,East Ayrshire,Male,,80 years and over,,2430.0,,Dose 2,,0,,0.0,,2343,,96.41975308641979,
361544,361545,20210518,S12000008,,East Ayrshire,Total,d,18 - 29,,16543.0,,Dose 2,,63,,0.38082572689355,,2311,,13.9696548389047,
361545,361546,20210518,S12000008,,East Ayrshire,Total,d,18 years and over,,98451.0,,Dose 2,,940,,0.9547896923342579,,44885,,45.5912078089608,
361546,361547,20210518,S12000008,,East Ayrshire,Total,d,30 - 39,,14546.0,,Dose 2,,113,,0.7768458682799398,,3106,,21.3529492644026,
361547,361548,20210518,S12000008,,East Ayrshire,Total,d,40 - 49,,15237.0,,Dose 2,,145,,0.9516308984708279,,4126,,27.0788212902802,
361548,361549,20210518,S12000008,,East Ayrshire,Total,d,50 - 54,,9767.0,,Dose 2,,167,,1.7098392546329497,,3349,,34.2889321183577,
361549,361550,20210518,S12000008,,East Ayrshire,Total,d,50 years and over,,52125.0,,Dose 2,,619,,1.18752997601918,,35342,,67.80239808153479,
361550,361551,20210518,S12000008,,East Ayrshire,Total,d,55 - 59,,9201.0,,Dose 2,,171,,1.8584936419954399,,3874,,42.1041191174872,
361551,361552,20210518,S12000008,,East Ayrshire,Total,d,60 - 64,,8205.0,,Dose 2,,238,,2.9006703229737996,,4024,,49.043266301036,
361552,361553,20210518,S12000008,,East Ayrshire,Total,d,65 - 69,,7358.0,,Dose 2,,24,,0.326175591193259,,6962,,94.6181027453112,
361553,361554,20210518,S12000008,,East Ayrshire,Total,d,70 - 74,,6905.0,,Dose 2,,11,,0.159304851556843,,6809,,98.6097031136857,
361554,361555,20210518,S12000008,,East Ayrshire,Total,d,75 - 79,,4689.0,,Dose 2,,6,,0.12795905310300698,,4590,,97.88867562380041,
361555,361556,20210518,S12000008,,East Ayrshire,Total,d,80 years and over,,6000.0,,Dose 2,,2,,0.0333333333333333,,5734,,95.5666666666667,
361556,361557,20210518,S12000010,,East Lothian,Female,,18 - 29,,6893.0,,Dose 1,,1,,0.0145074713477441,,1923,,27.8978674017119,
361557,361558,20210518,S12000010,,East Lothian,Female,,18 years and over,,45086.0,,Dose 1,,166,,0.36818524597436,,33143,,73.5106241405314,
361558,361559,20210518,S12000010,,East Lothian,Female,,30 - 39,,6507.0,,Dose 1,,13,,0.199784847087752,,2243,,34.4705701552175,
361559,361560,20210518,S12000010,,East Lothian,Female,,40 - 49,,7283.0,,Dose 1,,151,,2.0733214334752197,,4501,,61.8014554441851,
361560,361561,20210518,S12000010,,East Lothian,Female,,50 - 54,,4435.0,,Dose 1,,0,,0.0,,4163,,93.8669673055242,
361561,361562,20210518,S12000010,,East Lothian,Female,,55 - 59,,4264.0,,Dose 1,,0,,0.0,,4195,,98.3818011257036,
361562,361563,20210518,S12000010,,East Lothian,Female,,60 - 64,,3703.0,,Dose 1,,0,,0.0,,3859,,104.212800432082,
361563,361564,20210518,S12000010,,East Lothian,Female,,65 - 69,,3184.0,,Dose 1,,1,,0.0314070351758794,,3190,,100.18844221105499,
361564,361565,20210518,S12000010,,East Lothian,Female,,70 - 74,,3058.0,,Dose 1,,0,,0.0,,3175,,103.826030085023,
361565,361566,20210518,S12000010,,East Lothian,Female,,75 - 79,,2346.0,,Dose 1,,0,,0.0,,2365,,100.80988917306101,
361566,361567,20210518,S12000010,,East Lothian,Female,,80 years and over,,3413.0,,Dose 1,,0,,0.0,,3529,,103.398769411075,
361567,361568,20210518,S12000010,,East Lothian,Male,,18 - 29,,6741.0,,Dose 1,,1,,0.0148345942738466,,1140,,16.9114374721851,
361568,361569,20210518,S12000010,,East Lothian,Male,,18 years and over,,40176.0,,Dose 1,,147,,0.365890083632019,,27211,,67.72949024293109,
361569,361570,20210518,S12000010,,East Lothian,Male,,30 - 39,,5581.0,,Dose 1,,8,,0.14334348683031697,,1198,,21.465687152839998,
361570,361571,20210518,S12000010,,East Lothian,Male,,40 - 49,,6793.0,,Dose 1,,132,,1.9431767996467,,3517,,51.773884881495704,
361571,361572,20210518,S12000010,,East Lothian,Male,,50 - 54,,3914.0,,Dose 1,,0,,0.0,,3736,,95.4522227899847,
361572,361573,20210518,S12000010,,East Lothian,Male,,55 - 59,,3949.0,,Dose 1,,3,,0.0759685996454799,,4011,,101.57001772600701,
361573,361574,20210518,S12000010,,East Lothian,Male,,60 - 64,,3468.0,,Dose 1,,2,,0.0576701268742791,,3551,,102.39331026528299,
361574,361575,20210518,S12000010,,East Lothian,Male,,65 - 69,,2848.0,,Dose 1,,0,,0.0,,2914,,102.317415730337,
361575,361576,20210518,S12000010,,East Lothian,Male,,70 - 74,,2772.0,,Dose 1,,1,,0.0360750360750361,,2818,,101.659451659452,
361576,361577,20210518,S12000010,,East Lothian,Male,,75 - 79,,1893.0,,Dose 1,,0,,0.0,,2011,,106.23349181193899,
361577,361578,20210518,S12000010,,East Lothian,Male,,80 years and over,,2217.0,,Dose 1,,0,,0.0,,2315,,104.420387911592,
361578,361579,20210518,S12000010,,East Lothian,Total,d,18 - 29,,13634.0,,Dose 1,,2,,0.0146692093296171,,3063,,22.465894088308602,
361579,361580,20210518,S12000010,,East Lothian,Total,d,18 years and over,,85262.0,,Dose 1,,313,,0.367103750791677,,60354,,70.7865168539326,
